candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
707,fe-candidate-0707-chris-cox,Chris Cox,1982,Facebook VP,,,,,https://en.wikipedia.org/wiki/Chris_Cox,unresearched,unverified_candidate,Curated: Facebook VP
708,fe-candidate-0708-gautier-izacard,Gautier Izacard,,AI researcher,,,,,https://en.wikipedia.org/wiki/Gautier_Izacard,unresearched,unverified_candidate,Curated: AI researcher
709,fe-candidate-0709-shin-hyun-seong,Shin Hyun-seong,,Terra founder,,,,,https://en.wikipedia.org/wiki/Shin_Hyun-seong,unresearched,unverified_candidate,Curated: Terra founder
710,fe-candidate-0710-owen-astrachan,Owen Astrachan,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Owen_Astrachan,unresearched,unverified_candidate,Wikipedia category: American computer scientists
711,fe-candidate-0711-marko-elez,Marko Elez,,American software engineers,,,,,https://en.wikipedia.org/wiki/Marko_Elez,unresearched,unverified_candidate,Wikipedia category: American software engineers
712,fe-candidate-0712-kris-nova,Kris Nova,1990,tech engineer,,,,,https://en.wikipedia.org/wiki/Kris_Nova,unresearched,unverified_candidate,Curated: tech engineer
713,fe-candidate-0713-jaime-carbonell,Jaime Carbonell,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jaime_Carbonell,unresearched,unverified_candidate,Wikipedia category: American computer scientists
714,fe-candidate-0714-eugene-yan,Eugene Yan,,ML engineer,,,,,https://en.wikipedia.org/wiki/Eugene_Yan,unresearched,unverified_candidate,Curated: ML engineer
715,fe-candidate-0715-tom-occhino,Tom Occhino,,React engineer,,,,,https://en.wikipedia.org/wiki/Tom_Occhino,unresearched,unverified_candidate,Curated: React engineer
716,fe-candidate-0716-anne-wojcicki,Anne Wojcicki,1973,23andMe founder,,,,,https://en.wikipedia.org/wiki/Anne_Wojcicki,unresearched,unverified_candidate,Curated: 23andMe founder
717,fe-candidate-0717-victor-basili,Victor Basili,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Victor_Basili,unresearched,unverified_candidate,Wikipedia category: American computer scientists
718,fe-candidate-0718-kenyatta-cheese,Kenyatta Cheese,,American software engineers,,,,,https://en.wikipedia.org/wiki/Kenyatta_Cheese,unresearched,unverified_candidate,Wikipedia category: American software engineers
719,fe-candidate-0719-andy-baio,Andy Baio,,American software engineers,,,,,https://en.wikipedia.org/wiki/Andy_Baio,unresearched,unverified_candidate,Wikipedia category: American software engineers
720,fe-candidate-0720-wendy-schmidt,Wendy Schmidt,1955,tech philanthropist,,,,,https://en.wikipedia.org/wiki/Wendy_Schmidt,unresearched,unverified_candidate,Curated: tech philanthropist
721,fe-candidate-0721-markus-persson,Markus Persson,1979,Minecraft creator,,,,,https://en.wikipedia.org/wiki/Markus_Persson,unresearched,unverified_candidate,Curated: Minecraft creator
722,fe-candidate-0722-greg-gianforte,Greg Gianforte,,American software engineers,,,,,https://en.wikipedia.org/wiki/Greg_Gianforte,unresearched,unverified_candidate,Wikipedia category: American software engineers
723,fe-candidate-0723-gina-bianchini,Gina Bianchini,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Gina_Bianchini,unresearched,unverified_candidate,Wikipedia category: American computer scientists
724,fe-candidate-0724-zhang-yiming,Zhang Yiming,1983,ByteDance founder,,,,,https://en.wikipedia.org/wiki/Zhang_Yiming,unresearched,unverified_candidate,Curated: ByteDance founder
725,fe-candidate-0725-john-mccarthy,John McCarthy,1927,AI pioneer,,,,,https://en.wikipedia.org/wiki/John_McCarthy,unresearched,unverified_candidate,Curated: AI pioneer
726,fe-candidate-0726-barry-boehm,Barry Boehm,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Barry_Boehm,unresearched,unverified_candidate,Wikipedia category: American computer scientists
727,fe-candidate-0727-scott-chacon,Scott Chacon,1982,GitHub founder,,,,,https://en.wikipedia.org/wiki/Scott_Chacon,unresearched,unverified_candidate,Curated: GitHub founder
728,fe-candidate-0728-andrea-luzzardi,Andrea Luzzardi,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Andrea_Luzzardi,unresearched,unverified_candidate,Curated: Docker engineer
729,fe-candidate-0729-george-arison,George Arison,,American technology company founders,,,,,https://en.wikipedia.org/wiki/George_Arison,unresearched,unverified_candidate,Wikipedia category: American technology company founders
730,fe-candidate-0730-joseph-lubin,Joseph Lubin,1964,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Joseph_Lubin,unresearched,unverified_candidate,Curated: Ethereum founder
731,fe-candidate-0731-geert-uytterhoeven,Geert Uytterhoeven,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Geert_Uytterhoeven,unresearched,unverified_candidate,Curated: Linux kernel maintainer
732,fe-candidate-0732-christopher-blizzard,Christopher Blizzard,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Christopher_Blizzard,unresearched,unverified_candidate,Wikipedia category: American computer scientists
733,fe-candidate-0733-jack-clark,Jack Clark,,Anthropic founder,,,,,https://en.wikipedia.org/wiki/Jack_Clark,unresearched,unverified_candidate,Curated: Anthropic founder
734,fe-candidate-0734-erik-broes,Erik Broes,,Minecraft developer,,,,,https://en.wikipedia.org/wiki/Erik_Broes,unresearched,unverified_candidate,Curated: Minecraft developer
735,fe-candidate-0735-jacob-appelbaum,Jacob Appelbaum,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jacob_Appelbaum,unresearched,unverified_candidate,Wikipedia category: American computer scientists
736,fe-candidate-0736-edward-g.-amoroso,Edward G. Amoroso,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Edward_G._Amoroso,unresearched,unverified_candidate,Wikipedia category: American technology company founders
737,fe-candidate-0737-maria-florina-balcan,Maria-Florina Balcan,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Maria-Florina_Balcan,unresearched,unverified_candidate,Wikipedia category: American computer scientists
738,fe-candidate-0738-thomas-knoll,Thomas Knoll,,American software engineers,,,,,https://en.wikipedia.org/wiki/Thomas_Knoll,unresearched,unverified_candidate,Wikipedia category: American software engineers
739,fe-candidate-0739-rainer-grimm,Rainer Grimm,,C++ author,,,,,https://en.wikipedia.org/wiki/Rainer_Grimm,unresearched,unverified_candidate,Curated: C++ author
740,fe-candidate-0740-byju-raveendran,Byju Raveendran,1976,Byju's founder,,,,,https://en.wikipedia.org/wiki/Byju_Raveendran,unresearched,unverified_candidate,Curated: Byju's founder
741,fe-candidate-0741-jon-callas,Jon Callas,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jon_Callas,unresearched,unverified_candidate,Wikipedia category: American computer scientists
742,fe-candidate-0742-rewon-child,Rewon Child,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Rewon_Child,unresearched,unverified_candidate,Curated: OpenAI researcher
743,fe-candidate-0743-stanley-tang,Stanley Tang,1992,YC founder,,,,,https://en.wikipedia.org/wiki/Stanley_Tang,unresearched,unverified_candidate,Curated: YC founder
744,fe-candidate-0744-hui-lei,Hui Lei,,American software engineers,,,,,https://en.wikipedia.org/wiki/Hui_Lei,unresearched,unverified_candidate,Wikipedia category: American software engineers
745,fe-candidate-0745-guillaume-lample,Guillaume Lample,1990,Mistral AI founder,,,,,https://en.wikipedia.org/wiki/Guillaume_Lample,unresearched,unverified_candidate,Curated: Mistral AI founder
746,fe-candidate-0746-hans-peter-brondmo,Hans Peter Brondmo,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Hans_Peter_Brondmo,unresearched,unverified_candidate,Wikipedia category: American computer scientists
747,fe-candidate-0747-jarvis-johnson-(internet-personality),Jarvis Johnson (internet personality),,American software engineers,,,,,https://en.wikipedia.org/wiki/Jarvis_Johnson_(internet_personality),unresearched,unverified_candidate,Wikipedia category: American software engineers
748,fe-candidate-0748-bartosz-milewski,Bartosz Milewski,1958,category theory,,,,,https://en.wikipedia.org/wiki/Bartosz_Milewski,unresearched,unverified_candidate,Curated: category theory
749,fe-candidate-0749-jakob-porsér,Jakob Porsér,,Mojang founder,,,,,https://en.wikipedia.org/wiki/Jakob_Porsér,unresearched,unverified_candidate,Curated: Mojang founder
750,fe-candidate-0750-khalia-braswell,Khalia Braswell,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Khalia_Braswell,unresearched,unverified_candidate,Wikipedia category: American computer scientists
751,fe-candidate-0751-stephen-r.-bourne,Stephen R. Bourne,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Stephen_R._Bourne,unresearched,unverified_candidate,Wikipedia category: American computer scientists
752,fe-candidate-0752-clemens-delabrè,Clemens Delabrè,,Mistral AI founder,,,,,https://en.wikipedia.org/wiki/Clemens_Delabrè,unresearched,unverified_candidate,Curated: Mistral AI founder
753,fe-candidate-0753-raj-gokal,Raj Gokal,,Solana founder,,,,,https://en.wikipedia.org/wiki/Raj_Gokal,unresearched,unverified_candidate,Curated: Solana founder
754,fe-candidate-0754-sam-stephenson,Sam Stephenson,,Prototype.js creator,,,,,https://en.wikipedia.org/wiki/Sam_Stephenson,unresearched,unverified_candidate,Curated: Prototype.js creator
755,fe-candidate-0755-geoff-ralston,Geoff Ralston,1965,YC partner,,,,,https://en.wikipedia.org/wiki/Geoff_Ralston,unresearched,unverified_candidate,Curated: YC partner
756,fe-candidate-0756-pavel-byles,Pavel Byles,,tech engineer,,,,,https://en.wikipedia.org/wiki/Pavel_Byles,unresearched,unverified_candidate,Curated: tech engineer
757,fe-candidate-0757-anima-anandkumar,Anima Anandkumar,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Anima_Anandkumar,unresearched,unverified_candidate,Wikipedia category: American computer scientists
758,fe-candidate-0758-michael-birck,Michael Birck,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Michael_Birck,unresearched,unverified_candidate,Wikipedia category: American technology company founders
759,fe-candidate-0759-franck-cappello,Franck Cappello,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Franck_Cappello,unresearched,unverified_candidate,Wikipedia category: American computer scientists
760,fe-candidate-0760-nikita-bier,Nikita Bier,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Nikita_Bier,unresearched,unverified_candidate,Wikipedia category: American technology company founders
761,fe-candidate-0761-palm-founder,Palm founder,,tech founder,,,,,https://en.wikipedia.org/wiki/Palm_founder,unresearched,unverified_candidate,Curated: tech founder
762,fe-candidate-0762-chris-lattner,Chris Lattner,1978,LLVM/Swift creator,,,,,https://en.wikipedia.org/wiki/Chris_Lattner,unresearched,unverified_candidate,Curated: LLVM/Swift creator
763,fe-candidate-0763-allison-parrish,Allison Parrish,,American software engineers,,,,,https://en.wikipedia.org/wiki/Allison_Parrish,unresearched,unverified_candidate,Wikipedia category: American software engineers
764,fe-candidate-0764-frederick-lenz,Frederick Lenz,,American software engineers,,,,,https://en.wikipedia.org/wiki/Frederick_Lenz,unresearched,unverified_candidate,Wikipedia category: American software engineers
765,fe-candidate-0765-christoph-bregler,Christoph Bregler,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Christoph_Bregler,unresearched,unverified_candidate,Wikipedia category: American computer scientists
766,fe-candidate-0766-sylvain-gugger,Sylvain Gugger,,fast.ai researcher,,,,,https://en.wikipedia.org/wiki/Sylvain_Gugger,unresearched,unverified_candidate,Curated: fast.ai researcher
767,fe-candidate-0767-sean-egan,Sean Egan,,American software engineers,,,,,https://en.wikipedia.org/wiki/Sean_Egan,unresearched,unverified_candidate,Wikipedia category: American software engineers
768,fe-candidate-0768-eric-schiermeyer,Eric Schiermeyer,,Zynga founder,,,,,https://en.wikipedia.org/wiki/Eric_Schiermeyer,unresearched,unverified_candidate,Curated: Zynga founder
769,fe-candidate-0769-ben-gordon,Ben Gordon,,tech founder,,,,,https://en.wikipedia.org/wiki/Ben_Gordon,unresearched,unverified_candidate,Curated: tech founder
770,fe-candidate-0770-brad-cox,Brad Cox,,American software engineers,,,,,https://en.wikipedia.org/wiki/Brad_Cox,unresearched,unverified_candidate,Wikipedia category: American software engineers
771,fe-candidate-0771-nikolaos-bourbakis,Nikolaos Bourbakis,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nikolaos_Bourbakis,unresearched,unverified_candidate,Wikipedia category: American computer scientists
772,fe-candidate-0772-mu-li,Mu Li,,MXNet creator,,,,,https://en.wikipedia.org/wiki/Mu_Li,unresearched,unverified_candidate,Curated: MXNet creator
773,fe-candidate-0773-craig-silverstein,Craig Silverstein,1972,Google first engineer,,,,,https://en.wikipedia.org/wiki/Craig_Silverstein,unresearched,unverified_candidate,Curated: Google first engineer
774,fe-candidate-0774-andy-hunt,Andy Hunt,,Pragmatic Programmer,,,,,https://en.wikipedia.org/wiki/Andy_Hunt,unresearched,unverified_candidate,Curated: Pragmatic Programmer
775,fe-candidate-0775-keith-schacht,Keith Schacht,,tech founder,,,,,https://en.wikipedia.org/wiki/Keith_Schacht,unresearched,unverified_candidate,Curated: tech founder
776,fe-candidate-0776-bonnie-berger,Bonnie Berger,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bonnie_Berger,unresearched,unverified_candidate,Wikipedia category: American computer scientists
777,fe-candidate-0777-thibaut-lavril,Thibaut Lavril,,AI researcher,,,,,https://en.wikipedia.org/wiki/Thibaut_Lavril,unresearched,unverified_candidate,Curated: AI researcher
778,fe-candidate-0778-charlie-cheever,Charlie Cheever,1981,Quora founder,,,,,https://en.wikipedia.org/wiki/Charlie_Cheever,unresearched,unverified_candidate,Curated: Quora founder
779,fe-candidate-0779-leah-silber,Leah Silber,,Ember.js contributor,,,,,https://en.wikipedia.org/wiki/Leah_Silber,unresearched,unverified_candidate,Curated: Ember.js contributor
780,fe-candidate-0780-ilkay-altintas,Ilkay Altintas,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ilkay_Altintas,unresearched,unverified_candidate,Wikipedia category: American computer scientists
781,fe-candidate-0781-james-h.-anderson-(computer-scientist),James H. Anderson (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_H._Anderson_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
782,fe-candidate-0782-michael-w.-allen,Michael W. Allen,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Michael_W._Allen,unresearched,unverified_candidate,Wikipedia category: American technology company founders
783,fe-candidate-0783-alex-zhu,Alex Zhu,,Musical.ly founder,,,,,https://en.wikipedia.org/wiki/Alex_Zhu,unresearched,unverified_candidate,Curated: Musical.ly founder
784,fe-candidate-0784-paula-long,Paula Long,,American software engineers,,,,,https://en.wikipedia.org/wiki/Paula_Long,unresearched,unverified_candidate,Wikipedia category: American software engineers
785,fe-candidate-0785-john-cook,John Cook,,Valve engineer,,,,,https://en.wikipedia.org/wiki/John_Cook,unresearched,unverified_candidate,Curated: Valve engineer
786,fe-candidate-0786-tandy-trower,Tandy Trower,,Microsoft engineer,,,,,https://en.wikipedia.org/wiki/Tandy_Trower,unresearched,unverified_candidate,Curated: Microsoft engineer
787,fe-candidate-0787-jeffrey-p.-buzen,Jeffrey P. Buzen,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jeffrey_P._Buzen,unresearched,unverified_candidate,Wikipedia category: American computer scientists
788,fe-candidate-0788-sjors-provoost,Sjors Provoost,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Sjors_Provoost,unresearched,unverified_candidate,Curated: Bitcoin contributor
789,fe-candidate-0789-leena-rao,Leena Rao,,tech writer,,,,,https://en.wikipedia.org/wiki/Leena_Rao,unresearched,unverified_candidate,Curated: tech writer
